总价,单价,地区,名称,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房管局核验码
72.0,10166,硚口 宗关 二至三环,云鹤小区,2室1厅2厨2卫,低楼层 (共7层),70.83㎡,平层,暂无数据,板楼,东南,钢混结构,其他,暂无数据,无,暂无数据,2022-09-21,商品房,2007-09-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20210917h59Fo
80.0,15780,硚口 宗关 二至三环,南国大家装,3室2厅1厨2卫,中楼层 (共16层),50.7㎡,复式,暂无数据,平房,南,钢混结构,精装,两梯二十七户,有,暂无数据,2021-02-25,商品房,2021-03-29,商住两用,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210510EHpM4
74.0,8872,硚口 宗关 二至三环,云鹤小区,3室2厅1厨1卫,中楼层 (共7层),83.41㎡,平层,暂无数据,塔楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-11-09,商品房,2014-12-15,普通住宅,满五年,非共有,"
                                有抵押 邮政银行
                              ",已上传房本照片,20231014BmQSj
89.0,13131,硚口 汉正街 二至三环,雅典居花园,2室1厅1厨1卫,低楼层 (共25层),67.78㎡,平层,暂无数据,塔楼,南,钢混结构,简装,三梯十一户,有,暂无数据,2023-11-12,商品房,2004-01-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231115sHO4O
75.0,9748,硚口 古田 二至三环,银舵新都,2室2厅1厨1卫,高楼层 (共11层),76.94㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,暂无数据,2023-11-02,商品房,2014-11-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200103DxZbr
85.0,9827,硚口 长丰常码头 一至二环,华生汉口城市广场北区,2室1厅1厨1卫,高楼层 (共9层),86.5㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯四户,有,暂无数据,2023-11-01,拆迁还建房,2021-08-17,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210827BaiS9
87.9,15814,硚口 汉正街 ,航发大厦,1室1厅1厨1卫,中楼层 (共18层),55.56㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯九户,有,暂无数据,2023-10-29,商品房,2004-12-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231029yhCjE
70.0,10843,硚口 宝丰崇仁 一至二环,建乐小区,2室1厅1厨1卫,高楼层 (共8层),64.56㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2023-10-29,房改房,2016-11-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202310309ZwLk
90.0,9185,硚口 古田 二至三环,南垸小区,2室2厅1厨1卫,中楼层 (共7层),97.99㎡,平层,暂无数据,塔楼,东南,混合结构,简装,暂无数据,无,暂无数据,2023-11-13,商品房,2002-11-25,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231111M3ADo
100.0,10664,硚口 长丰常码头 一至二环,美好香域花境,3室2厅1厨1卫,高楼层 (共33层),93.78㎡,平层,暂无数据,板楼,南,钢混结构,其他,三梯八户,有,暂无数据,2023-11-18,商品房,2020-10-19,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231120oxZVD
85.0,10063,硚口 古田 ,丰华园,2室1厅1厨1卫,中楼层 (共11层),84.47㎡,平层,暂无数据,板楼,南,钢混结构,简装,一梯三户,有,暂无数据,2023-11-15,商品房,2011-12-31,普通住宅,满五年,共有,"
                                有抵押 5万元 建设银行 业主自还
                              ",已上传房本照片,20231117aDFRa
52.0,12525,硚口 集贤 ,红燕社区,1室1厅1厨1卫,高楼层 (共9层),41.52㎡,平层,40㎡,板楼,东南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-19,商品房,2010-09-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20231119plk32
88.0,13883,硚口 汉正街 二至三环,多福大厦,2室1厅1厨1卫,高楼层 (共27层),63.39㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,三梯十三户,有,暂无数据,2023-11-05,商品房,2016-02-05,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20220217GLxUm
89.0,13314,硚口 宝丰崇仁 一至二环,金玉华庭,2室1厅1厨1卫,中楼层 (共8层),66.85㎡,平层,59.79㎡,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-05,商品房,2009-04-08,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,	20200901YVHj3
93.0,12345,硚口 集贤 一至二环,万安社区,2室2厅1厨1卫,中楼层 (共8层),75.34㎡,平层,70㎡,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-11-05,商品房,2013-12-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20231105FOYkG
92.0,9026,硚口 古田 ,罗家墩新寓,3室2厅1厨1卫,高楼层 (共6层),101.93㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,暂无数据,无,暂无数据,2023-06-26,拆迁还建房,2021-04-30,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20210908CGptb
58.0,11447,硚口 宗关 ,阮家台铁路住宅小区,2室1厅1厨1卫,高楼层 (共7层),50.67㎡,复式,44.91㎡,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-02-09,私产,2010-02-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230213mAnvb
52.0,8752,硚口 宝丰崇仁 一至二环,营房北村,2室1厅1厨1卫,高楼层 (共8层),59.42㎡,平层,暂无数据,塔楼,南,钢混结构,简装,暂无数据,无,暂无数据,2023-11-01,商品房,2005-01-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200928idHwC
72.0,13479,硚口 集贤 一至二环,万安国际公寓,1室1厅1厨1卫,中楼层 (共27层),53.42㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯十六户,有,暂无数据,2023-11-14,商品房,2016-06-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202001162qVqh
68.0,7580,硚口 长丰常码头 二至三环,天顺园六村,2室2厅1厨1卫,高楼层 (共6层),89.71㎡,平层,暂无数据,板楼,南,钢混结构,其他,暂无数据,无,暂无数据,2023-11-15,经济适用房,2018-06-22,普通住宅,满五年,非共有,"
                                有抵押 77万元 业主自还
                              ",已上传房本照片,20230809NEa9G
87.0,8788,硚口 长丰常码头 二至三环,天顺园十村,2室2厅1厨1卫,中楼层 (共11层),99㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,暂无数据,2023-11-15,经济适用房,2011-11-05,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230419rK2RL
85.0,9184,硚口 宗关 ,宗关水厂宿舍,3室2厅1厨1卫,高楼层 (共7层),92.56㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,暂无数据,暂无数据,2022-10-08,私产,2006-08-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20201113IxQEd
70.0,14815,硚口 集贤 一至二环,万安国际公寓,1室1厅0厨1卫,中楼层 (共27层),47.25㎡,平层,暂无数据,塔楼,西,钢混结构,精装,三梯十六户,有,暂无数据,2023-11-25,商品房,2020-10-25,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20231102oiUaB
90.0,13168,硚口 宗关 ,宗关水厂宿舍,2室2厅1厨1卫,高楼层 (共7层),68.35㎡,平层,暂无数据,板楼,南,混合结构,精装,暂无数据,无,暂无数据,2022-10-16,房改房,2017-12-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200109SWHXn
99.8,13200,硚口 宝丰崇仁 二至三环,鑫海花园,2室2厅1厨1卫,高楼层 (共7层),75.61㎡,复式,65.7㎡,塔楼,南,混合结构,其他,暂无数据,无,暂无数据,2023-03-21,商品房,2009-03-21,普通住宅,满五年,非共有,"
                                有抵押
                              ",已上传房本照片,20230321Nuxut
100.0,10438,硚口 长丰常码头 二至三环,天顺园二村,3室1厅1厨1卫,高楼层 (共7层),95.81㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2021-07-27,商品房,2019-06-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20191231ZapPV
89.0,7597,硚口 宗关 二至三环,云鹤园,3室2厅1厨1卫,高楼层 (共7层),117.16㎡,复式,100㎡,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2020-06-27,商品房,2003-10-01,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200710O3sow
85.0,11665,硚口 宗关 一至二环,润和花园,2室2厅1厨2卫,高楼层 (共6层),72.87㎡,复式,暂无数据,板楼,南 北,钢混结构,简装,暂无数据,无,暂无数据,2021-08-28,经济适用房,2015-12-29,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,202108291dngb
95.0,12583,硚口 古田 ,长福小区,2室1厅1厨1卫,中楼层 (共8层),75.5㎡,平层,暂无数据,板楼,南 北,混合结构,精装,两梯三户,有,暂无数据,2021-07-30,商品房,2016-08-22,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210801jnuoq
40.0,12544,硚口 古田 二至三环,弘鑫花园,2室1厅1厨1卫,高楼层 (共8层),31.89㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2023-02-18,商品房,2017-11-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200102FoqX4
95.5,10057,硚口 古田 ,雅丰园,2室2厅1厨1卫,高楼层 (共6层),94.96㎡,平层,暂无数据,板楼,南,钢混结构,简装,暂无数据,无,暂无数据,2021-04-12,商品房,2016-07-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20210412uvaFS
89.0,8499,硚口 长丰常码头 二至三环,团结佳兴园,3室1厅1厨1卫,高楼层 (共24层),104.73㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯五户,有,暂无数据,2021-11-15,拆迁还建房,2021-06-04,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,2022041601uaj
85.0,9812,硚口 长丰常码头 一至二环,华生汉口城市广场北区,3室1厅1厨1卫,低楼层 (共11层),86.63㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯四户,有,暂无数据,2021-04-02,商品房,2019-07-11,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,20210414oULqP	
97.0,16679,硚口 武广万松园 一至二环,宝丰三村,2室1厅1厨1卫,低楼层 (共8层),58.16㎡,平层,暂无数据,塔楼,南,钢混结构,精装,暂无数据,无,暂无数据,2021-03-15,商品房,2020-12-08,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,20201228NBWCe
96.0,9464,硚口 集贤 一至二环,幸乐社区,3室1厅1厨1卫,高楼层 (共9层),101.44㎡,平层,暂无数据,板楼,南,混合结构,简装,暂无数据,无,暂无数据,2021-07-08,商品房,2007-04-02,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20200509IpvOb
81.0,14912,硚口 汉正街 一环内,全新社区,3室1厅1厨1卫,中楼层 (共8层),54.32㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,暂无数据,无,暂无数据,2023-11-24,商品房,2023-11-24,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,202311247Jtvf
85.0,15266,硚口 集贤 一至二环,三五零六社区,2室1厅1厨2卫,中楼层 (共8层),55.68㎡,平层,暂无数据,塔楼,南 北,混合结构,简装,暂无数据,无,暂无数据,2022-11-16,商品房,2000-01-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,20230107OjJgu
92.5,10381,硚口 古田 一至二环,百姓之春,4室2厅1厨2卫,高楼层 (共6层),89.11㎡,复式,暂无数据,板楼,南 北,钢混结构,精装,暂无数据,无,暂无数据,2021-10-20,商品房,2014-05-13,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,20200820B60X0
